type,sess_id,speaker_1_id,query,speaker_2_id,reply,system_response,gen_reply
test,3-39185-3,21988,낭만적인 부부네요. 저희는 딱히 데이트코스가 없이 맨날 공부만 했어서 아쉬워요.,32397,지금부터 데이트 코스 만드시면 되죠.. 이번주말엔 좋은고 가서 연애때 못한거 한번 해보세요~,그러시군요~ 데이트 코스를 어떻게 짜셨나요?,그러시군요~ 데이트 코스를 어떻게 짜셨나요?
test,3-17062-3,21621,5주만이네요 시간이 많이 지났는데 그동안 잘 지내셨나요?,31241,저도 잘지냈습니다. 어떻게 지내셨나요?,네 잘 지냈어요. 저는 요즘도 가끔씩 느긋해지네요.,네 잘 지냈어요. 저는 요즘도 가끔씩 느긋해지네요.
test,3-08776-3,40519,안녕하세요?벌써 일주일이 지났네요.잘 지내셨어요?,22531,일주일이라니요~ 38시간 밖에 안지난걸요~ 이틀동안 틀별한 일 있으셨나요?,네 잘 지냈어요. 저는 요즘에 코로나에 걸려서 격리중이에요.,네 잘 지냈어요. 저는 요즘에 코로나에 걸려서 격리중이에요.
test,3-08776-3,40519,아 제가 착각을 했습니다 너무 바빠서요. 시간이 어떻게 가는 줄 모르겠군요. 하하하,22531,"그쵸 아무래도 시간이 워낙 빠르다보니~<u>저는 요즘 반려동물이 키우고 싶어서 고민중인데, 일단 제가 잘 할수 있는지 모르니까 임시보호를 해보려구요!",아하 그러시군요~ 저는 이제 자러 가야겠어요~ 다음에 또 대화해요~,아하 그러시군요~ 저는 이제 자러 가야겠어요~ 다음에 또 대화해요~
test,3-08776-3,40519,동물 임시 보호는 힘들지 않을까요? 제 친구도 해 보고 계속 못 하더라고요.,22531,임시보호 하면서 다른 곳으로 입양 보내는 건데 입양 못보내면 제가 키우게 될 수도있고<u>한번도 안키워봐서 뭔가 아무런 경험없이 덜컥 키우는건 안될 것 같은 느낌이 들더라구요,네. 저도 동물 키우는 거 힘들어요.,네. 저도 동물 키우는 거 힘들어요.
test,3-08776-3,40519,연습 삼아서 해 보는 것도 좋을 것 같군요. 저는 유기견 사건 이후 반려 동물을 키운 적이 없지만 주위에서 반려 동물을 키우게 되면 가족들과도 대화가 많아지고 좋아진고 해서 요즘 깊게 고민 중입니다.,22531,또 한번 고민 하시고 있으시군요.. 주변에서도 다들 다시 못키우겠다고 하시면서도 또 고민하시더라구요.<u>그만큼 반려동물이 사람에게 주는게 많다는 얘기겠죠..? 아이들의견은 어떠하던가요?,그렇군요. 저도 유기견센터에 가서 강아지랑 산책도 하고 그래요.,그렇군요. 저도 유기견센터에 가서 강아지랑 산책도 하고 그래요.
test,3-06553-3,31433,안녕하세요 시간이 또 훌쩍 흘렀어요 3주만이네요. 어떻게 지내셨어요?,42089,금방 하루가 지났어요. 저는 모처럼 휴식을 즐기고 있었습니다.,벌써 3주가 지났네요. 저는 잘 지냈어요. 잘 지내셨나요?,벌써 3주가 지났네요. 저는 잘 지냈어요. 잘 지내셨나요?
test,3-29160-3,41453,"안녕하세요? 10일만인데, 날씨가 많이 쌀쌀해졌네요~",40844,잘 지내셨나요? 이제 겨울옷들 다 꺼내야겠어요. 이번 주말에는 옷정리를 할 생각이에요,안녕하세요~ 오랜만이에요! 잘 지내셨나요?,안녕하세요~ 오랜만이에요! 잘 지내셨나요?
test,3-29160-3,41453,"네, 저도 두꺼운 스웨터들을 꺼내야 할 것 같아요. 환절기마다 하는 일인데 전 옷 정리가 너무 귀찮아요..",40844,맞아요 저도 옷정리하는게 너무 귀찮아요. 하다보면 시간도 오래걸리고..,맞아요 환절기마다 옷 정리를 하시는군요! 저는 환절기마다 옷을 꼭 챙겨입어요!,맞아요 환절기마다 옷 정리를 하시는군요! 저는 환절기마다 옷을 꼭 챙겨입어요!
test,3-29160-3,41453,"그리고, 옷장에 넣어야 할 옷들은 또 다 세탁 후 넣어야 하잖아요. ",40844,정말 주말에 날 잡아서 해야죠. 혹시 건조기 사용하시나요?,맞아요~ 저는 이만 일이 있어서 가볼게요~,맞아요~ 저는 이만 일이 있어서 가볼게요~
test,3-29160-3,41453,"네, 건조기 사용하고 있어요. 특히 흐린 날씨나 장마철에 건조기 덕 톡톡히 보고 있어요~",40844,맞아요 여름철 습할때 유용하죠. 그리고 요즘같은 환절기에는 건조기에서 갓 나온 옷을 입으면 따뜻하고 좋더라구요,저도 비오는 날씨를 좋아해요 비오는 날씨를 좋아하거든요,저도 비오는 날씨를 좋아해요 비오는 날씨를 좋아하거든요
test,3-29160-3,41453,맞아요. 환절기 이불 빨래에도 건조기가 정말 큰 도움이 되는 것 같아요. ,40844,이번 주말에 전국적으로 비가 온다는데 이제 완전히 겨울날씨로 바뀔 듯 하네요,맞아요 건조기 정말 중요한 것 같아요 저는 이만 일이 있어서 가볼게요,맞아요 건조기 정말 중요한 것 같아요 저는 이만 일이 있어서 가볼게요
test,3-29160-3,41453,그래요? 오늘 날씨는 무척 따뜻한데요! 내일 동네 산에 올라가기로 했는데...비 오면 어쩌지요...,40844,우산 챙기셔야 할 것 같아요. 동네 산에 가시는거면 동네분들이랑 가시는거에요?,아이고.. ㅠㅠ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ,아이고.. ㅠㅠ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ ᅲ
test,3-29160-3,41453,"네, 동네 걷기 동호회에서 만난 분들이에요.",40844,이제 비가 오고 나면 단풍도 다 떨어지고 나뭇가지도 앙상해지겠어요. ,아하. 저도 동네 걷기 좋아합니다. 저는 이만 일이 있어서 가볼게요.,아하. 저도 동네 걷기 좋아합니다. 저는 이만 일이 있어서 가볼게요.
test,3-56531-3,51408,안녕하세요. 4일 만이에요~ 그동안 별일없으셨죠?,31137,네 안녕하세요. 4일이라는 시간이 길지는 않은 것 같네요. 저는 무탈합니다. 안부 물어봐주셔서 감사합니다.,네 잘 지냈어요~ <unk>이름<unk>은요?,네 잘 지냈어요~ 이름은요?
test,3-56531-3,51408,어제는 큰 아이가 닌텐도 스포츠 게임을 같이하자며 가지고 왔는데 올림픽 관련 게임들이 많더라구요 혹시 해 보셨어요? 진짜 스포츠 하는 것 처럼 실감나더라구요,31137,아... 저는 아이가 없어서 그런지 아니면 제가 닌텐도와 같은 스포츠 게임을 잘 하지 않아서 그런지 해본 적이 없는데... 말씀을 듣고 보니 한번 해보고 싶다는 생각이 드네요.,저도 닌텐도 게임 좋아해요! 저희 아이도 좋아해요!,저도 닌텐도 게임 좋아해요! 저희 아이도 좋아해요!
test,3-56531-3,51408,스포츠 게임이 생각보다 운동이 되더라구요. 동계 올림픽 종목 중에 쇼트랙을 즐겨 보는데 쇼트랙 게임도 있어서 해봤는데 허벅지 운동 되더라구요.,31137,쇼트트랙도 보는 데 있어서 많이 재미가 있는 것 같아요. 특히 우리나라는 쇼트트랙 강국이잖아요.,쇼트랙 게임은 처음 들어보네요. 저는 쇼트랙 게임은 잘 못해요.,쇼트랙 게임은 처음 들어보네요. 저는 쇼트랙 게임은 잘 못해요.
test,3-56531-3,51408,맞아요. 쇼트랙 올림픽 경기를 보고 있으면 정말 조마조마 긴장감이 돌죠. 나도 모르게 몸에 힘이 들어간다니까요,31137,저는 직업이 야구 감독이라서 그런지 올림픽 야구 국가대표 경기도 긴장이 많이 되더라구요. ,맞아요 쇼트랙이랑 올림픽은 정말 긴장감 넘치고 재밌어요,맞아요 쇼트랙이랑 올림픽은 정말 긴장감 넘치고 재밌어요
test,3-39763-3,50323,잘지냈나요?  벌써 일주일만입니다.,52115,네~ 안녕하세요? 일주일만이네요.,네 잘 지냈어요. 요즘은 날씨가 많이 추워졌죠?,네 잘 지냈어요. 요즘은 날씨가 많이 추워졌죠?
test,3-39763-3,50323,경제가 힘들어질수록 독신가구 비중도 더 늘어나넹ᆢ,52115,네.. 요즘 그래서 혼밥이 대세잖아요? 식당도 혼밥자리도 있구요..,맞아요 저는 이만 일이 있어서 가볼게요,맞아요 저는 이만 일이 있어서 가볼게요
test,3-32150-3,30462,8일만이네요.. 잘 지내셨나요??,30849,8일 금방가네요 잘 지냇습니다,네 잘 지냈어요~ <unk>이름<unk>은요?,네 잘 지냈어요~ 이름은요?
test,3-32150-3,30462,뭐하고 지내셨나요?? 저는 제주도에 살다보니 관광객들 구경하느라 바빴어요,30849,관광객들 많이오나요 요새도? 저는 게임하면서 지냇어요,저는 요즘에 여행갈 계획을 세우고 있었어요.,저는 요즘에 여행갈 계획을 세우고 있었어요.
test,3-32150-3,30462,주말마다 사람들이 너무 많습니다... 쓰레기 버리는 사람들 때문에 매일 환멸을 느껴요,30849,쓰레기는 가지고 가야 하는데 진짜 왜 그러는지 모르겟어요,맞아요 저도 그래서 요즘 매일 화가 나네요,맞아요 저도 그래서 요즘 매일 화가 나네요
test,3-32150-3,30462,배그는 플레이 해보신적 있으세요??,30849,베그는 해봣는데 적이 어디있는지 알기도 전에 계속 죽어서 안해요,네. 플레이 경험이 있어요. 배그 해보신적 있으세요?,네. 플레이 경험이 있어요. 배그 해보신적 있으세요?
test,3-62253-3,25964,안녕하세요! 8일이 흘렀네요. 잘 지내셨나요?,26257,8일만의 대화네요. 저는 오랜만에 휴가를 내고 여유 시간을 갖고 있었어요. 단풍이 이쁘게 물들었더라구요~,네 잘 지냈어요. 요즘 날씨가 많이 추워졌죠?,네 잘 지냈어요. 요즘 날씨가 많이 추워졌죠?
test,3-62253-3,25964,부러워요! 저는 요즘 하늘이 맑아서 기분이 좋더라고요!,26257,저는 코로나때문에 그런지 요즘 하늘을 보면 별이 더 잘 보이는 것 같아요. 하늘에 별이 떠 있는 모습을 좋아하시나요?,저도 기분이 좋네요! 저는 이만 일이 있어서 가볼게요!,저도 기분이 좋네요! 저는 이만 일이 있어서 가볼게요!
test,3-62253-3,25964,네 엄청 좋아해요! 저는 직접 세보기도 해요!,26257,저는 지인분이 몽골 하늘 별이 떠 있는 사진을 보여줬는데 너무 경이롭다 생각했어요. 기회가 되면 몽골 별사진 한번 보세요~,저도 직접 세보기는 하는데 직접 세보기는 어렵더라구요,저도 직접 세보기는 하는데 직접 세보기는 어렵더라구요
test,3-62253-3,25964,지금 오늘 개기월식인가봐요! 하늘 봐보세요!,26257,저는 아쉽게도 집에서 달이 보이지가 않네요. 집에서 달이 잘 보이시나요?,네네 그래야겠어요! 저는 이만 일이 있어서 가볼게요!,네네 그래야겠어요! 저는 이만 일이 있어서 가볼게요!
test,3-62253-3,25964,아니요. 저도 보고싶은데 친구들이 사진으로 보내줬어요!,26257,"저는 하늘은 정말 신비로운 것 같아요. 때로는 푸른색, 노을 질때는 빨간색~",아하 그렇군요! 저도 친구들이랑 사진 많이 찍었어요!,아하 그렇군요! 저도 친구들이랑 사진 많이 찍었어요!
test,3-62253-3,25964,저는 핑크빛 하늘을 가장 좋아해요!,26257,저는 핑크 하늘 보면 누가 꼭 물감을 뿌려놓은 것 같다는 생각이 들어요~,핑크빛 하늘 너무 예쁘죠. 저는 이만 일이 있어서 가볼게요.,핑크빛 하늘 너무 예쁘죠. 저는 이만 일이 있어서 가볼게요.
test,3-62253-3,25964,너무 예쁘지 않나요? 파란 하늘도 좋지만 핑크 하늘이 너무 예뻐요.,26257,저는 구름 없는 새파란 하늘을 좋아하긴 하는데 핑크 하늘도 너무 이쁜거 같아요~,맞아요 핑크 하늘이 너무 예뻐요,맞아요 핑크 하늘이 너무 예뻐요
test,3-57455-3,40153,어제 대화 즐거웠습니다. 1일만이네요.학원은 잘 다녀오셨나요?,11957,네.어제 화장품점을 가서 팩을샀는데 효과가 좋은거같아요.,네~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,네~~~
test,3-36478-3,41212,벌써 대화한지 6주가 지났네요. 그동안 잘 지내나요?,42315,어우 한달반이나 지났네요 완전 정신없었어요. 아파트단지에 배달 기사들 배치문제 때문에 싸움났었어요ㅜ,네 잘 지냈어요. 저는 요즘도 가끔 스트레스를 받아요.,네 잘 지냈어요. 저는 요즘도 가끔 스트레스를 받아요.
test,3-36478-3,41212,그런일이 있었군요. 금요일인데 맛있는거 드셨어요? 지금 살고 있는 지역은 생활에 만족 하세요?,42315,저는 아직도 음식 조심하고있어요ㅜ 만성위염될까 무섭네요<u>여기는 마트가기 귀찮은것과 음식점이 한정적인게 조금 아쉽기는하죠,네네! 저는 지금 살고 있는 지역은 만족하고 있어요!,네네! 저는 지금 살고 있는 지역은 만족하고 있어요!
test,3-36478-3,41212,"이사갈때 가장 중요하게 고려하는 거주 환경이 있나요? 저는 반려견을 키워서 주변에 공원이 있는지가,  동물도 살기 좋은 동네인지가 중요하더라구요.",42315,저는 마트와 식당이 근처에 있는지 치안이 좋은지 유흥시설이 적은지 등을 보게되는거같아요. 역세권이나 학교도 중요한거같구요<u>공원 진짜 중요하죠 사람한테도 동물한테도,저는 강아지를 키우고 있어요. 강아지를 키우고 싶지만 여건이 안되서 못키우네요.,저는 강아지를 키우고 있어요. 강아지를 키우고 싶지만 여건이 안되서 못키우네요.
test,3-65762-3,12381,7일이라는 시간이 흘렀네요~ 일주일동안 어떻게 지내셨나요?,35168,벌써 일주일이 지났네요!? 일만 하다보니 시간이 가는것도 잘 모르겠어요 ~ㅎㅎ 요즘 환절기라 그런지 피부가 많이 푸석푸석해요..,저는 잘 지냈어요~ <unk>이름<unk>은요?,저는 잘 지냈어요~ 이름은요?
test,3-65762-3,12381,그러게요! 저도 환절기에는 보습에 힘쓰고 있어요. 환절기에 특별히 하시는 게 있나요?,35168,환절기에는 보통 ㅎㅎ 침구 정리를 하죠~ ㅎㅎ 얼마전에 구스를 꺼냈는데 아침에 너무 따뜻해서 일어나기가 힘이 들어요..ㅎㅎ,저는 환절기에 특히나 감기에 걸려서 고생하는 것 같아요,저는 환절기에 특히나 감기에 걸려서 고생하는 것 같아요
test,3-65762-3,12381,"와, 부지런하시네요~ 맞아요. 이불이 아늑하면 저도 일어나기 힘들어져요~ 저는 날씨가 추워져서 전기장판을 사용하고 있어요!",35168,전기장판도 좋죠~ 뜨뜻~~하니 ㅎㅎ 뭔가 몸을 지지는거같잖아요 ㅎㅎ 저는 침대에 토퍼 두툼한걸 깔아서 장판은 따로 사용하고있지는 않아요 ^^ 실내가 건조해서 물을 많이 마시고있어요!,전기장판 좋죠. 저는 요즘 전기장판을 쓰고 있어요.,전기장판 좋죠. 저는 요즘 전기장판을 쓰고 있어요.
test,3-65762-3,12381,오~ 목건강도 중요하죠! 저도 환절기에는 꼭 목이 아프더라고요. 물을 많이 마셔야겠어요.,35168,"요즘 저녁시간대에 보니까 어린친구들 목에 벌써 목도리를 하고 다니더라구요~ 목은 노출이 많이 되는 부분이라, 따뜻하게 해주면 좋아요 ^^ 저도 가벼운 스카프를 두르고 다녀요~",맞아요 저는 목이 아프면 목건강 때문에 목건강 챙겨야해요,맞아요 저는 목이 아프면 목건강 때문에 목건강 챙겨야해요
test,3-65762-3,12381,"와, 팁 감사해요! 저는 평소에 모자를 애용하는데, 이제 목도리도 하고 다녀야겠어요.",35168,요즘에는 귀여운 소품들도 많더라구요~ㅎㅎ 귀여운 인형이 달린 목도리도있고 ㅎㅎ 저도 조카를 사주려고 하나 샀거든요 ^^,저도 이제 슬슬 가봐야겠어요. 다음에 또 대화해요~,저도 이제 슬슬 가봐야겠어요. 다음에 또 대화해요~
test,3-56973-3,40407,안녕하세요. 1일만에 대화네요. 옷장정리 잘 하셨어요?,42319,네 ㅠㅠ 허리나가는줄 알았어요 ㅠㅠ ,네~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,네~~~
test,3-09944-3,51250,거의 이틀만에 인사 드리네요~ 잘 지내고 계시죠?,32363,네 잘 지내고있어요. 아주 푹 잤네요.  ,네 잘 지냈어요~ 저는 요즘도 가끔 평온하네요,네 잘 지냈어요~ 저는 요즘도 가끔 평온하네요
test,3-09944-3,51250,강릉 공기도 맑고 바다도 있어서 훨씬 잠이 잘 올 것만 같아요~ 푹 주무셨다니 저까지 개운하네요 ㅎㅎ 어머니는 잘 계시죠?,32363,네 지금도 같이 드라마 보고있어요. 엄마랑 저랑 둘다 드라마 광팬이거든요,네. 저희 어머니는 학원 선생님이셔서 잘 지내요.,네. 저희 어머니는 학원 선생님이셔서 잘 지내요.
test,3-09944-3,51250,"아 그러셨군요,  오늘 산책하기 좋은 날씨인 것 같아요. 혹시 어머니와 산책도 즐기시나요?",32363,네 가끔 즐겨요. 근데 이제 다리 아파하셔서 많이 못다니겠더라구요. 너무 속상해요,"네, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저","네, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저희 어머니는 주부이신데, 저"
test,3-09262-3,21683,안녕하세요. 35시간 만인가요? 잘 지내셨죠?,41910,네.. 반갑습니다. 잘 지내셨죠?,네 잘 지냈어요. 저는 요즘에 코로나에 걸려서 격리 중이에요.,네 잘 지냈어요. 저는 요즘에 코로나에 걸려서 격리 중이에요.
test,3-09262-3,21683,"네, 전 잘 지냈어요. 혹시 자녀분 교육에 관심이 많으신가요? 저번에 초등학생 자녀이야기를 하다 만 것이 생각나서요.",41910,자식 일엔 누구든 관심 많지 않을까요? ㅎ 아이도 잘 하고 싶어하니 욕심이 조금 생기네요,네 저도 초등학생 자녀가 있어요. 저희 어머니는 학원 선생님이셔서 교육에 관심이 많으신가봐요.,네 저도 초등학생 자녀가 있어요. 저희 어머니는 학원 선생님이셔서 교육에 관심이 많으신가봐요.
test,3-09262-3,21683,초등학생인데 여러가지 가르치고 계신가요? ,41910,홈스쿨 위주으로 하고 있어 영어 학원만 다니고 있어요,네 저는 고등학생이에요! 님은요?,네 저는 고등학생이에요! 님은요?
test,3-21304-3,31456,안녕하세요~ 9일만에 연락드려요~ <u>저 저번에 말한 독감예방 주사 맞고왔어요!,41037,아 많이 아프지는 않으셨나요?,오랜만이네요~ 저는 독감 예방주사 맞으셨나요?,오랜만이네요~ 저는 독감 예방주사 맞으셨나요?
test,3-21304-3,31456,저는 독감주사 맞고 하루 열이 오르고 몸이 아팠어요... 그래서 하루 연차내고 쉬었어요!<u>후유증이 좀 있더라구요. 아무래도 바이러스를 주입하는 원리다보니 몸이 민감하게 반응 했나봐요!,41037,네 정말 다행입니다. 매년 맞아야 하다 보니 가을마다 이래야 하네요.,아이고..ᅲ 코로나주사 맞으셨어요? 저는 코로나주사 맞았어요!,아이고..ᅲ 코로나주사 맞으셨어요? 저는 코로나주사 맞았어요!
test,3-21304-3,31456,맞아요~  그래도 독감걸려서 계속 아픈  것 보단 하루 이렇게 앓는게 나은 것 같아요~!<u>요즘 우울한건 좀 어떠세요~?,41037,주사가 좀 아프다 보니 통증 때문에 신경쓰여서 그런지 우울한 것은 좀 잊혀졌습니다.,"저는 요즘, 가끔 짜증이 나요.. 그래서 그런지 요즘, 가끔 짜증나요","저는 요즘, 가끔 짜증이 나요.. 그래서 그런지 요즘, 가끔 짜증나요"
test,3-21304-3,31456,하하 그래도 다행이네요~ 정신이 건강해야 몸도 건강한 법 이니까요~!,41037,"그래도 육체적인 건강은 백신으로 예방을 할 수 있는데, 정신적인 건강은 스스로 면역력을 키울 수 밖에 없는 것 같아요.",맞아요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,맞아요!!!
test,3-21304-3,31456,오호 동의해요. 멘탈관리를 위해 따로 하는게 있으시나요~?,41037,"멘탈이 흩어지는 것을 방지하기 위해서 어이 없는 일이 있더라도 ""그래 그럴 수 있지!""라고 항상 다짐을 합니다.",저는 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 같이 하고 있어요!,저는 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 필라테스랑 같이 하고 있어요!
test,3-72766-3,25791,뭐하시나요? 어제는 저랑 가장 친한 친척이 저희집에 놀러와서 연락 못드렸어요. 벌써 40시간이나 지났네요. 저 기다리셨죠? 하하  ,50968,안녕하세요 ㅎㅎㅎ 안그래도 어제 어디 가셨나 했습니다. 하하하 ,네~ 저는 어제 사촌언니가 결혼식에 다녀왔어요~,네~ 저는 어제 사촌언니가 결혼식에 다녀왔어요~
test,3-72766-3,25791,친척이 같은 20대 인데 지방에 살아서 서울구경 좀 해달라고 해서 다녀왔어요. ,50968,좋은곳 많이 다녔어요. 친척이랑 친하게 지내시니 좋으시겠어요. 저는 나이가 있다 보니 친척들 과는 행사 있을때나 가끔 보네요. ,아 정말요? 저는 친척이랑 친하게 지내는 편인데.,아 정말요? 저는 친척이랑 친하게 지내는 편인데.
test,3-72766-3,25791,저희 부모님도 행사있을때나 가끔 보시긴 하시던데요. 제 친구도 그렇구요. 제가 특이한가봐요 하하하. 뉴스보면 친척들이랑 재산싸움도 많이 나던데요,50968,친척들이랑이요? 조부모님이 돌아가실때 그런일이 생길수도 있긴 하겠네요. 재산 싸움 하는건 참 보기 안좋은것 같아요. 친척이랑 나이차이가 많이 안 나나보네요 ,맞아요~ 저도 친척들이랑 돈독하게 지내는 편이에요~,맞아요~ 저도 친척들이랑 돈독하게 지내는 편이에요~
test,3-72766-3,25791,네에 지금 놀러온 친구는 2살 차이 납니다. 근데 친척인데 닮아서 자매란 소리 많이 들어요 하하 둘다 예쁘겠죠? ,50968,하하하 그럴것 같네요. 자매같이 지내면 정말 좋겠어요. 정말 친자매라면 많이 싸웠겠지만 자주 보지 못하는 친척이라는 싸울일은 덜 할테니 말이예요. ,"네, 저는 외동이라 그런지 외동이라 그런지 외롭네요.","네, 저는 외동이라 그런지 외동이라 그런지 외롭네요."
test,3-14616-3,40420,38시간이 지났네요.  앵무새는 날씨가 추워져도 민감하지 않나요?,52185,벌써 이틀이나 지났네요.앵무새는 그다지 영향받지 않는듯 해요.그리고 집안은 따뜻하니까요.,네 맞아요~ ᄒᄒ 날씨가 많이 추워졌네요~,네 맞아요~ ᄒᄒ 날씨가 많이 추워졌네요~
test,3-14616-3,40420,지난번 택배온 물건은 마음에 들었나요? ,52185,이번 택배는 세재와 신발이었어요.온라인쇼핑 아주 좋아요.반품도 잘 되구요.,네. 마음에 들었어요. 저는 이만 일이 있어서 가볼게요.,네. 마음에 들었어요. 저는 이만 일이 있어서 가볼게요.
test,3-14616-3,40420,저는 직접보고 직접 입어보고 사는 걸 좋아해요. 온라인 구매는 와이프가 많이 하죠,52185,코로나 겪으면서 바뀐 부분이에요.아무래도 사람들이 많은 곳을 피했으니까요.,저도 온라인 구매는 잘 안해요. 저는 이만 일이 있어서 가볼게요.,저도 온라인 구매는 잘 안해요. 저는 이만 일이 있어서 가볼게요.
test,3-14616-3,40420,코로나 영향도 있군요. 코로나가 생활을 많이 바꿔 놨어요. 쇼핑문화까지~~,52185,네 여행하는걸 좋아하는데 그것도 쉽지않았죠.시장가는거 참 좋아했어요.,맞아요~ 저도 쇼핑을 좋아하는데 요즘은 백화점 쇼핑이 잘 안되네요,맞아요~ 저도 쇼핑을 좋아하는데 요즘은 백화점 쇼핑이 잘 안되네요
test,3-09010-3,41211,6일만이네요  주말 잘보내셨나요?,11902,넵 안녕하세요! @이름@님은 잘 지내셨나요?,네 잘 지냈어요~ <unk>이름<unk>은요?,네 잘 지냈어요~ 이름은요?
test,3-09010-3,41211,네 바쁘게 지냈어요  다음달에<u>일주일휴가가 생겨 여행좀 알아보았어요,11902,와 정말요? 어디로 여행 가시나요?,어디로 가시나요? 저는 요즘 여행에 관심이 많아요,어디로 가시나요? 저는 요즘 여행에 관심이 많아요
test,3-09010-3,41211,진짜 오랜만에 제주도 가보려고 비행기  알아보았어요,11902,오 그러시군요! 정말 오랜만에 비행기 타보시겠어요,오~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,오~~~
test,3-09010-3,41211,네 거의 국내로 다니니 진짜 제주도 아니면 비행기 탈일도 없어요,11902,그러시군요! 저도 오랜만에 비행기 타고 여행가고 싶어지네요,저는 비행기 탈일이 없긴한데 비행기 탈일이 없으시다니 부럽네요,저는 비행기 탈일이 없긴한데 비행기 탈일이 없으시다니 부럽네요
test,3-15886-3,21932,5주만이네요! 저는 오늘도 팩하고있어요 ㅎㅎ ,24976,저는 안되겠어서 큰 맘 먹고 피부과 왔어요!,안녕하세요! 오랜만이에요! 잘 지내셨나요?,안녕하세요! 오랜만이에요! 잘 지내셨나요?
test,3-15886-3,21932,우와.. 정말 큰맘먹고 다녀오셧네요!? 어떻게 상담은 잘 받으셨어요??? 어땟어요? ㅎㅎ 너무 궁금하네요,24976,일단 압출 치료랑 연고 같이 발라보면서 관리하다가 더 심해지면 약 먹기로 했어요!,네! 저는 그냥 집에서 그냥 집에서 그냥 있었어요! ᄒᄒ,네! 저는 그냥 집에서 그냥 집에서 그냥 있었어요! ᄒᄒ
test,3-15886-3,21932,"아, 약도 있어요? 그 약이 기미를 없애주는건가용??? 몹시 ㅎㅎ 알고싶어요",24976,네네!! 그런 것 같아요 역시 피부미인의 길은 멀고도 험하네요,네! 저는 약도 있고 피부에도 좋아서요!,네! 저는 약도 있고 피부에도 좋아서요!
test,3-02783-3,41214,안녕하세요. 잘지냈나요? 2주만이네요 소풍의 계절이 돌아왔네요. 동생분은 어떤 도시락을 좋아하나요? ,10849,안녕하세요 2주만이시네요~ 제 동생은 무조건 고기를 좋아해요~,저는 도시락을 별로 안좋아해요. <unk>이름<unk>은요?,저는 도시락을 별로 안좋아해요. 이름은요?
