type,sess_id,speaker_1_id,speaker_2_id,query,reply,n_turn,system_response,gen_reply
test,3-29158-3,20370.0,22697.0,안녕하세요? 35시간만이네요! 잘 지내셨나요?<unused1>35시간 동안 저도 정신없었네요 . 자주 초조하다고하셨는데 요즘은 괜찮아지셨나요?<unused1>요즘은 편안한편입니다. 혹시 고양이는 좋아하세요? 제 친구는 고양이를 세 마리나 키운답니다.<unused1>저는 고양이를 그리 좋아하는 편은 아닌데 주위 친구들을 보면 많이들 키우더라구요. ,친구의 스마트폰에는 자녀 사진들 보다는 고양이 사진만 가득 하더라구요~,4.0,"['', '', '']","['', '', '']"
test,3-49698-3,20370.0,22697.0,3시간동안 뭐하고 계셧어요? 저는 운동하고 있어요<unused1>아 저는 3시간 동안 낮잠을 잤네요 혹시 애완동물을 키우시나요?,전에 말했듯이 포메라니안을 키우고 있어요 ,4.0,"['', '', '']","['', '', '']"
test,3-08147-3,20370.0,22697.0,"벌써 6일이나 지났네요. 제 친구는 강아지를 키우는데 암컷인데 몇 년 전에 중성화 수술 시키던데 중성화 수술 시키는 것에 대해 어떻게 생각 하세요?<unused1>암컷은 오히려 중성화를 시켜주는 게 더 오래 살고 잔병치례도 없다고 들었어요. 사실유무는 확실하진 않지만, 저는 좋게 생각해요.<unused1>저도 그래요. 수술 안하면 유방암 걸릴 수 있다더라고요. 그러니 해야겠죠.<unused1>그렇구나. 중성화를 안 하려면 교배를 하는 게 좋다던데, 자유롭게 동물들끼리 무리지어 사는 시대가 아니니... 어쩔 수 없는 부분은 타협해야 맞는 것 같아요. 그래서 보호소에 들어온 아이들도 중성화 일부러라도 시키는 것 같아요.<unused1>에고 그런거 보면 인간이 너무 이기적인거 같아요. 반려동물을 키울려면 님 말대로 짝도 지어주고 짝짓기도 할 수 있는 환경일 때 키우시면 좋겠네요. <u>저도 반려동물 키워 볼까 생각도 했었는데, 진짜 생각 많이 해서 키우던지 해야겠네요.<unused1>사람처럼 한 마리만 낳는 것도 아니니, 어릴 땐 귀여운 강아지들이 많이 생겨서 좋았는데 정말 빨리 자라고 귀여움도 잠깐이고 책임감은 더욱 커지는 것 같아요.<unused1>주변에 고양이 키우는분 계시나요? 저희 언니네서 고양이 키우는데, 집이나 사람까지 할퀴어서 저는 고양이는 못 키우겠어요.  <unused1>친구 두 명이 고양이를 키워서 본 적 있어요! 저는 고양이도 좋아해요. 많이 사나웠나봐요?",제가 보기엔 사나운데 언니는 그래도 이쁘다네요. 그렇게 할퀴고 해도 자식 같은가봐요,4.0,"['것 같아요.</s><pad>', '것 같네요</s>', '생각하네요</s>']","['것 같아요.<s>', '것 같네요<s>', '생각하네요<s>']"
test,3-10909-3,20370.0,22697.0,마지막 대화나눈지 거의 7시간이 지났네요. 뭐하고 계시나요?<unused1>일하고 있었어요. 택시 한대가 고장나서 들어왔거든요.<unused1>아 그렇군요. 바쁘시겠어요~ 저는 잠깐 병원에 와있어요. 감기기운이 조금 있어서^^;<u>여기 오는데도 택시 타고 왔는데 생각보다 빨리 도착했어요.<unused1>감기 조심하세요. 요즘 코로나로 오인받기 쉬워서 더 조심해야 한답니다.<unused1>맞아요; 병원에 사람도 많고 직원들도 다들 바쁘시네요.<u>다행히 열은 없는 감기초기라서 약만 지었어요. <u>올때는 택시가 빨리 잡히더니 집에 가려니 도통 오질 않네요..<unused1>택시 기사 인력이 많이들 배달 업종으로 이직해서 택시가 많이 줄었다 하더라구요. 아무래도 임금 때문이겠죠.<unused1>오..정말요? 들어본것 같긴해요. 택배 쪽으로도 많이들 옮기셨다고 하더라구요. 호출료가 워낙 오르기도 하고..<unused1>머지않은 미래에 택시라는 대중교통이 없어질지도 모른다는 생각이 드네요.,그럴수도 있겠어요~ 자율주행도 발달하고 있고해서^^,4.0,"['알고 있어요.</s>', '알고 있습니다.</s><pad>', '알고 있어요</s>']","['알고 있어요.<s>', '알고 있습니다.<s>', '알고 있어요<s>']"
test,3-61812-3,20370.0,22697.0,"벌써 2주가 지났네요. 저는 지금이 부동산 매매 적기인 것 같아서 조금 바쁘게 돌아다녔습니다.<unused1>매매적기인가요? 집값이 떨어져서 그런가요?<unused1>이렇게 떨어진 적이 없었던 것 같아요. 마음 같아서는 최대한 비싸게 팔고 싸게 매매하고 싶네요. 20대 이시니 아직 많이 와 닿지 않죠?<unused1>네,,항상 그런쪽으로 공부를 하고싶어도 엄두가 안나더라고요,,","저도 그때는 부동산에 대한 생각은 전혀 없었고, 결혼해서도 초창기에는 대출해서 집을 산다는 건 생각도 못했어요.",4.0,"['', '', '']","['', '', '']"
test,3-11014-3,20370.0,22697.0,벌써 일주일이 지나갔네요. 잘 지내고 계시죠 ? <unused1>네 저야 잘 지내고 있죠. 잘 지내셨나요.??,벌써 일주일이 지나갔네요. 잘 지내고 계시죠 ? ,4.0,"['', '', '']","['', '', '']"
test,3-58358-3,20370.0,22697.0,"안녕하셨어요. 4일만에 뵙네요! 저 OTT에서 SF중에 명작을 보고 왔어요!<unused1>4일간 잘 지내셨어요? 명작을 보셨다니 궁금하네요 내용이 어떤 내용인지? <unused1>네, 아마 아실 거 같아요. 세계가 멸망해서 시공간의 틈으로 들어가서 과거의 잘못을 고쳐서 인류를 구하는 내용이에요. <unused1>어벤져스 말인가요? 저도 그 영화 봤어요 인구의 50%가 사라지는 영화 말이죠?",오~ 어벤져스도 재밌죠! 제가 본 건 인터스텔라였어요~ 너무 재밌더라고요.,4.0,"['<pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '영화에 나오는 주인공 이름이 기억에 남아요.</s><pad>', '영화에 나오는 주인공 이름이 기억에 남거든요.</s>']","['', '영화에 나오는 주인공 이름이 기억에 남아요.<s>', '영화에 나오는 주인공 이름이 기억에 남거든요.<s>']"
test,3-68346-3,20370.0,22697.0,9일만이네요. 잘 지내셨나요?<unused1>저는 잘 지냈어요. 어머니께서는 좀 어떠신가요?<unused1>양방병원에 입원 하셨다가 한방병원으로 이동 하셨어요. 수술이 필요 할 정도의 골절이 아니라 병원에서 해주는 것이 없네요<unused1>그러셨군요! 걱정이 많으시겠어요. 저는 지난 주말에 가족 여행을 다녀왔어요.<unused1>어디로 다녀 오셨나요? 국내인가요?<unused1>아직은 코로나 때문에 국내로 다녀왔어요. 서천에서 조개를 잡고 군산으로 넘어가서 하룻 밤 자고 왔어요. 어머니께서 뭔가를 잡는 걸 정말 좋아하시거든요.<unused1>가족 사랑이 대단 하신 것 같아요. 보기 좋습니다.<u>저도 곧 가족 모임겸 외식을 하려 하는데 뭘 먹어야 할지 고민이네요. 추천 해주실 수 있을까요?<unused1>글쎄요. 저희는 특별한 날에는 가격이 조금 나가는 뷔페에 가는 편이예요. 각자 먹고 싶은 게 다르니까요. 집에서 먹게 되면 새조개 샤브나 대게를 주문해서 먹기도 하고요.,샤브하니까 월남쌈이 생각 나네요. 감사합니다. 이번 주말에 월남쌈을 먹으러 가야 겠군요.,4.0,"['하셨거든요.</s><pad>', '하셨거든요</s><pad>', '하셨거든요. </s>']","['하셨거든요.<s>', '하셨거든요<s>', '하셨거든요. <s>']"
test,3-39079-3,20370.0,22697.0,9일이 지났네요. 잘 지냈어요?<unused1>네 일어 공부도 하고 잘 지냈어요. 어떻게 지내셨어요?,일어 공부하시는구나. 부모님하고는 이야기가 잘됐어요? ,4.0,"['', '', '']","['', '', '']"
test,3-36099-3,20370.0,22697.0,2주 동안 잘 지내셨나요?? 이제 가을도 끝나가는 느낌이 드네요.<unused1>그러니까요 아침과 저녁에는 겨울 냄새가 나는 것 같아요. 요즘도 바쁘신가요?<unused1>어쩔 수 없이 바쁜거 같아요. 그래도! 축구는 챙겨보고 있습니다. 없는 시간 쪼개서<unused1>축구에 대한 열정이 대단하십니다^^ 혹시 월드컵 전에 열리는 친선 경기가 또 있나요?<unused1>11월 중에 경기 하나 있는 걸로 알고 있어요. 아이슬란드랑 하는 것이던가요 아마...?<unused1>마지막 친선 경기가 될 거 같은데 꼭 챙겨봐야 겠네요. 님은 요즘 많이들 하는 골프는 안 하시나요?,가끔 동료들이랑 치러 갑니다. 아무래도 운동의 의미보단 친목의 의미가 짙은 스포츠라 안하면 또 왕따가 되네요.<u>하지만 긴박감이 느껴지는 운동은 아니라서 좋아하는 편은 아닙니다. 골프 치시나요??,4.0,"['<pad><pad>', 'ᄒ</s>', '</s><pad>']","['', 'ᄒ<s>', '<s>']"
test,3-51407-3,20370.0,22697.0,안녕하세요 5주만에 만나게 되었네요<unused1>잘 지내셨나요? 곧 학기 마감이라 바쁘게 지냈습니다. <unused1>네 날씨가 이제 많이 추워졌네요 아이는 아르바이트 하고 있나요<unused1>고집을 꺾을 수 없더라고요 카페에서 일하고 있는데 음료 제조하는 걸 배워서 하고 있대요. 바리스타 자격증도 따고 싶다고 하네요. 공부는 뒷전 인 것 같아 걱정이 조금 됩니다.<unused1>네 알겠습니다 아르바이트는 아이에게 맡겨두세요<unused1>아이의 선택을 존중해야겠죠. 조언 감사드립니다. 혹시 아르바이트 하시면서 취업을 위한 스펙을 쌓는 것을 염두에 두셨었나요?<unused1>커리어가 중요한 시대임에 스펙은 고려해야 한다고 생각합니다 <unused1>아무래도 그렇겠죠? 근데 어떤 알바라도 하면서 배우는게 있을테고 성장할테니 응원해줘야겠어요.<u>알바 하시면서 배우셨다거나 느낀 점 뭐가 있으실까요?,맞아요 알바를 하면서 사회라는 조직구조를 배우는게 가장 큰 영향력이죠,4.0,"['하우 같은거 있으신가요</s><pad>', '도 하시나요</s><pad><pad><pad><pad><pad>', '하우 같은거도 있으신가요</s>']","['하우 같은거 있으신가요<s>', '도 하시나요<s>', '하우 같은거도 있으신가요<s>']"
test,3-56376-3,20370.0,22697.0,26시간만이네요^^ 베이스 연습은 잘하셨어요<u>26시간만이네요^^ 베이스 연습은 잘 하셨어요?<unused1>저는 베이스 연습을 잘했네요 ㅎㅎ  그쪽은 오늘 뭐하시나요?<unused1>저는 오늘 친구 생일파티 가기로 했어요ㅎㅎ!!<unused1>우와 ㅎㅎ 정말 즐거우시겠네요! 가서 무얼 하시나요?<unused1>친구들이랑 파스타 먹고 룸카페 가서 파티하려구요ㅎㅎ!! 사진도 찍구요~<unused1>그렇군요 ㅎㅎ 정말 멋지시네요. 그쪽은 파스타를 좋아하시나요?,네^^ 저는 로제 파스타 좋아해요ㅎㅎ 파스타 좋아하세요?,4.0,"['요</s><pad><pad><pad><pad>', '네요. </s><pad><pad>', '네요. ᄏᄏ</s>']","['요<s>', '네요. <s>', '네요. <s>']"
test,3-41717-3,20370.0,22697.0,8일만인가요 어떻게 시간이 흘렀는지 모르겠네요 잘지내셨나요 ?<unused1>날씨가 많이 쌀쌀해졌어요 지금 EDM 들으면서 외근중이랍니다 <unused1>맞아요 저는 그래도 더운날보단 쌀쌀한걸 더 좋아해요 외근중이시라니 부럽네요 <unused1>가끔 외근 나가는데 저는 좋아해요 다른사람들은 별로 안좋아하지만...<unused1>저도 외근나가는게 좋은거 같아요 잠시 바람도 쐬고 직장생활 중에 잠깐의 여유랄까요 ..<unused1>맞아요 근데 싫어하는 사람들은 싫어하더라구요,역시 사람따라 다른가봐요 저는 오늘 출장가야할거같아서 집에 있는 물고기 두마리 밥때문에 걱정이에요,4.0,"['라구요</s>', '아요</s><pad>', '라고요</s><pad>']","['라구요<s>', '아요<s>', '라고요<s>']"
test,3-53928-3,20370.0,22697.0,반가워요! 3주 만인데 잘 지내셨죠?<unused1>와 3주만인가요 너무 오랜만이네요! 뭐하고 지내셨어요!,반가워요! 3주 만인데 잘 지내셨죠?,4.0,"['', '', '']","['', '', '']"
test,3-18216-3,20370.0,22697.0,안녕하세요!!  잘 지내시죠?<unused1>안녕하세요? 3주만에 다시 뵈니 반갑습니다.<unused1>와 벌써 시간이 그렇게 흐르다니요<unused1>그러니깐요. 참 빠르죠? 시간이?<unused1>네 시간은 흘러도 코로나 이슈는 여전하네요 ㅜ<unused1>끝이 나긴 날까요? 설마 끝나겠죠?,그러니까요. 요즘은 50대 이상 4차 접종하라고 하더라구요...,4.0,"['', '', '']","['', '', '']"
test,3-16778-3,20370.0,22697.0,"이틀동안 잘 지내셨나요? 오늘은 날이 많이 풀렸어요<unused1>네 이틀동안 별일없이 바빴어요. 잘지내셨죠?<unused1>네네. 그 사이에 회사에  내년 휴직 얘기를 했어요. <unused1>회사에선 뭐래요? 휴직은 가능한거에요? 요즘 공무원도 휴직 눈치보인다던데요. 충원안해서 다른사람들이 고생한다고요<unused1>휴직을 원한다면 그것도 가능하지만, 해외에서 재택 근무도 가능하니 생각해보라고 하시더라구요<unused1>너무 좋은 조건인데요. 남편파견으로 따라가시는 분들은 딱히 할 일없어서 무료하다시더라구요. 넘잘됐어요<unused1>네. 그렇게 계속 커리어를 이어갈 수 있으면 그것도 좋을 것 같아요. <unused1>좋은 일 생기셔서 잘 됐어요. 남편분도 좋아하시겠어요. 본인때문데 아내가 경단녀되면 미안했을텐데","제가 휴직하려고 하니 남편도 외벌이가 되는 걸 걱정하던데, 회사에서 많이 배려해주셔서 정말 감사하고 다행이더라구요. ",4.0,"['긴 하더라고요</s>', '긴 하죠</s><pad><pad>', '긴 하더라고요.</s>']","['긴 하더라고요<s>', '긴 하죠<s>', '긴 하더라고요.<s>']"
test,3-09019-3,20370.0,22697.0,너무 놀랬어요 일주일이 순삭이네요<unused1>그러게요.시간이 금새 지났어요.이제 완연한 가을이에요.<unused1>자녀들 교육에는 관심이 많으신가요?<unused1>네 애들 학교도 잘 보내고 공부도 좀 시키고 그럴려고 전업한 이유도 있죠~~,그러시군요 아이들 교육이 정책도 자꾸 바뀌고 예전 같지 않으니<u>어렵네요 학원 다녀도 걱정 안다녀도 걱정이에요,4.0,"['', '', '']","['', '', '']"
test,3-21818-3,20370.0,22697.0,"안녕하세요. 오늘은 오후부터 싸늘해지네요. 8시간만에 대화네요<unused1>내일되면 더 춥겠죠? 혹한기 훈련 기억나세요?<unused1>뉴스 일기예보에서 더 추울거라고 하더라구요. 아들 휴가나와 추워져서 좀 안심스러운 점도 있더라구요. 아빠의 이기심이죠 하하<unused1>아빠라면 누구나 그렇게 생각할 거예요. 집에 왔을 때 맛난 밥, 따뜻한 잠자리 즐기다 갔음 하는 거죠.",그러니까요. 오늘은 아들 좋아하는것 장을 잔뜩 봐왔더니 친구랑 저녁 약속 있다고 나가버려서 내가 대신 배부르게 먹었네요,4.0,"['<pad><pad><pad><pad><pad><pad><pad><pad>', '찌개가 최고인거 같아요.</s>', '찌개가 최고인거 같아요</s>']","['', '찌개가 최고인거 같아요.<s>', '찌개가 최고인거 같아요<s>']"
test,3-32329-3,20370.0,22697.0,이틀동안 공부했는데 청약은 어릴 때 가입하는건 의미가 없다네요<unused1>왜요 ? 일찍 들수록 좋은 거 아니었나요?<unused1>찾아보니 청약조건 인정 받는 나이가 만 십칠세라고 하더라고요.<unused1>그렇게 어린 나이를 말씀하시는 거였군요. 전 20대 정도를 말하는 줄 알았어요.<unused1>저는 아이를 적금처럼 해줄까해 일찍 했는데 안되서 찾아봤거든요.<unused1>아 좀 실망했겠네요. 역시 아는 게 힘인 것 같아요.,네 그 뒤로는 청약에  대해 찾아보게 되더라고요 ,4.0,"['', '', '']","['', '', '']"
test,3-70327-3,20370.0,22697.0,"안녕하세요! 이틀만이네요 점심은 맛있게 드셨나요?출근하자마자 커피를 마신다고하셨는데 오늘도 커피를 마시며 하루를 시작하셨나요?<unused1>네, 출근해서 커피한잔하고  저는 점심으로 김밥을 먹었어요. 님은 식사 하셨나요?<unused1>김밥 점심으로 간단히 먹기 좋죠! 네 저는 오늘 급식에 파스타가 나왔어요 k님은 파스타  좋아하시나요?<unused1>파스타 너무 좋죠. 저는 토마토파스타를 좋아해요. 급식에 파스타가 나오다니 정말 좋은 학교네요! <u>보통 급식에 파스타가 나오면 음료도 같이 나오던데, 음료는 뭐가 나왔나요?",ㅎㅎ맞아요 음료로는 레몬에이드가 나왔어요 파스타와 레몬에이드는 꿀조합 같아요 k님은 레몬에이드 좋아하시나요?,4.0,"['있겠네요.</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '있었겠네요.</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '있었겠네요. 토마토 소스도 맛있고 샐러드는 정말 맛있는 것 같아요</s>']","['있겠네요.<s>', '있었겠네요.<s>', '있었겠네요. 토마토 소스도 맛있고 샐러드는 정말 맛있는 것 같아요<s>']"
test,3-10711-3,20370.0,22697.0,잘있었어요? 한달보다 더 지난것 같은데요? 전 그동안 집계약이 끝나 이사했어요<unused1>정말 한달도 더 지났네요 전 시험 끝나고 이제 막 방학이 되었어요 우와 어디로 이사 하셨어요? ,잘있었어요? 한달보다 더 지난것 같은데요? 전 그동안 집계약이 끝나 이사했어요,4.0,"['', '', '']","['', '', '']"
test,3-11518-3,20370.0,22697.0,한 달 금방 가네요. 4주가 지났어요. 잘 지내셨죠?<unused1>시간이 잘 가네요 날씨가 많이 선선해져서 전기장판이 필요하네요,한 달 금방 가네요. 4주가 지났어요. 잘 지내셨죠?,4.0,"['', '', '']","['', '', '']"
test,3-80252-3,20370.0,22697.0,"님 잘지내셨나요? 벌써 5일이나 지났습니다!<unused1>오래간만이네요 그동안 뭐 하고 지내셨어요?<unused1>저는 몇일 부모님 집에서 쉬고 왔어요~ 님은 그동안 어떻게 지내셨나요?<unused1>저는 2월에 부모님 모시고 여행을 가기로 해서 이것저것 알아 보고 있었어요! 부모님 집에서 쉬고 오셨다니 좋으셨겠네요ㅎㅎㅎ<unused1>와 너무 좋으시겠어요~ 어디로 가실 예정이신가요? 간만에 내려갔더니 음식을 잔뜩 해주셔서,, 먹고만 왔어요 ㅎㅎ<unused1>춘천으로 갈까 생각 중이에요! 간만에 먹는 집밥 맛있었겠네요ㅎㅎ<unused1>춘천 너무 좋죠~ 소양강 근처에 카페나 맛집이 많더라구요! 집밥도 많이 먹고 속초도 가서 회랑 현지 음식도 먹고 정말 몸무게 3키로는 쪄서 온것 같아요 ㅎㅎ<unused1>즐거운 하루를 보내셨군요ㅎㅎ 속초에 부모님과 함께 가족 여행 가셨나요?","부모님집이 속초와 가까워서 여행이라기 보다 외식 할겸 바람쐴겸 다녀왔어요 ㅎㅎ 거기 또 물회가 유명하거든요, 그래서 급으로 다녀왔어요! ",4.0,"['<pad><pad>', 'ᄏ</s>', ';</s>']","['', '<s>', '<s>']"
test,3-53172-3,20370.0,22697.0,안녕하세요. 13시간만이네요. 학원 수업은 어떠셨어요?<unused1>오랜만이네요^^ 재밋긴한데 여전히 어려워요!<unused1>친구 말로는 그게 당연한 거래요! 그러니까 너무 겁먹지 마세요~ㅎㅎ<unused1>그런거죠 ㅠㅠ? 진짜 진지하게 꿈을 포기해야하나 고민했어요 ㅠ<unused1>아뇨! 포기하지 마세요! 하다 보면 어느 순간 코드의 흐름이 보인대요!<unused1>네 ㅠㅠㅠ흗흑 너무 속상하네요..아무것도 모르겠어요 ㅠㅠ,유튜브 강의도 한 번 봐보세요! 이해하기 쉽게 교육 영상 찍은 거 많아요!,4.0,"['꿈을 이룰 수 있을지 걱정이에요.</s><pad><pad><pad>', '꿈을 이룰 수 있을지 정말 막막하거든요ᅲ</s>', '꿈을 이룰 수 있을지 정말 막막하거든요ㅠㅠ</s>']","['꿈을 이룰 수 있을지 걱정이에요.<s>', '꿈을 이룰 수 있을지 정말 막막하거든요<s>', '꿈을 이룰 수 있을지 정말 막막하거든요ㅠㅠ<s>']"
test,3-03800-3,20370.0,22697.0,"y님 5일 만에 연락 드리네요~ 잘 지내시나요?<unused1>벌써 5일이라는 시간아 지났군요 k님도 잘 지내시죠?<unused1>네~ 잘 지냈어요. Y님이 저번에 말씀하신 전인치유, 알아봤는데 저는 어렵더라고요.<u>그쪽으로 교수의 꿈을 가진 건 아니라셨는데 이유가 뭔가요?<unused1>원래부터 교수쪽엔 꿈이 없습니다.  <unused1>y님의 언니분은 원래 교수를 꿈으로 하셨던걸까요?<unused1>네 저희 언니는 어릴 때 부터 쭉 꿈이 교수였어요<u>사실 저희 3남매중 가장 공부를 못하기도 했고 공부와는 거리가 <u>멀어보였는데... 자신의 분야에서 만큼은 전문가라는게  참  대단한거 같아요<unused1>그렇죠. 교수만큼 한 분야를 깊게 연구하는 직업이 또 없으니까요.<unused1>K님때는 시간강사님들 많으셨죠?  ",교수님이 대부분이고 시간 강사님은 한 학기에 한 분 정도씩 있었던 것 같아요.,4.0,"['애틋하지 않아요.</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '애틋하지 않은 편인데, 혹시 그쪽도 선생님과 같은 꿈을 가지고 계신 건 아닌지 궁금해요.</s>', '애틋하지 않은 편인데, 혹시 그쪽도 선생님과 같은 꿈을 가지고 계신 건 아닌지 궁금해요</s>']","['애틋하지 않아요.<s>', '애틋하지 않은 편인데, 혹시 그쪽도 선생님과 같은 꿈을 가지고 계신 건 아닌지 궁금해요.<s>', '애틋하지 않은 편인데, 혹시 그쪽도 선생님과 같은 꿈을 가지고 계신 건 아닌지 궁금해요<s>']"
test,3-53918-3,20370.0,22697.0,반갑습니다. 15시간만이네요! <unused1>그러게요. 뭐하고 계셨어요? 저는 강아지랑 산책하고 하루종일 놀았네요 ㅋㅋ<unused1>아직 강아지랑 같이 지내시나요? 그럼 부럽네요ㅎㅎ<unused1>이제 곧 가야되요ㅜㅜ 아쉽네요... 거의 한달동안 지내서 가족이 됐어요.,정말 아쉽겠네요ㅠ 저번에 스스로가 한심하다고 속샹해하셨는데 그래도 강아지랑 있으니 좀 힐링이 되는거같죠?,4.0,"['', '', '']","['', '', '']"
test,3-23425-3,20370.0,22697.0,5주만입니다 오늘은 부모님을 모시고 등산을 다녀왔어요 특별한 일이 있었나요?<unused1>부모님과 등산이라니 재밌으셨겠어요. 산 아래에서 먹는 밥은 또 정말 맛있잖아요.<u>저는 특별한 일은 없었어요. 날이 좋아서 부모님과 단풍여행을 계획중이에요.<unused1>어머니가 김밥을 잘 만드십니다 어디로 가족여행 가시나요?<unused1>아직 정하지는 않았는데 설악산이나 계룡산쪽으로 생각중이에요. 혹시 추천해주실만한 곳이 있나요?<unused1>저는 한라산을 추천합니다 바다와 산이 너무 예뻐요<unused1>와 너무 좋을 것 같네요~ 완만한 코스가 있나알아봐야겠어요~  한라산에 가본적이 있으시나요?<unused1>네 가족여행으로 부모님과 다녀온 적이 있어요<unused1>부모님과 여행갈 때 숙소는 주로 어디로 가시나요?,부모님과는 호텔을 거의 잡아요 서로 방해가 되지 않게요 선생님은 숙소를 어디로 잡으시나요?,4.0,"['요</s><pad><pad><pad>', '추천해요</s><pad>', '자주 가거든요</s>']","['요<s>', '추천해요<s>', '자주 가거든요<s>']"
test,3-78048-3,20370.0,22697.0,벌써 일주일이 지나가네요. 그동안 뭐하고 지내셨어요?<unused1>이번 주는 코인 노래방 가서 실컷 노래를 부르고 왔어요. 어제 아버지가 백화점 디저트를 사오셨는데 너무 맛있더라구요.<unused1>백화점 디저트 맛있는거 많죠. 어떤 디저트 드셨어요?<unused1>요즘 유명한 도넛 브랜드가 백화점에 입점했다 해서 그거 먹었어요! 백화점 디저트 너무 맛있어요. 님은 자주 드세요?,네 저도 백화점에서 즐겨먹는 빵이 있는데 백화점을 가면 꼭 그 빵이 있나 찾게되더라고요.,4.0,"['<pad><pad><pad><pad><pad><pad><pad>', '<pad><pad><pad><pad><pad><pad><pad>', '어디서 구매하세요.</s>']","['', '', '어디서 구매하세요.<s>']"
test,3-72565-3,20370.0,22697.0,벌써 3일 지났네요. 전 요즘 꼬꼬무를 보고 있어요.<unused1>저도 그 프로 자주 봐요. 새로운 사실을 많이 알게 해줘요,벌써 3일 지났네요. 전 요즘 꼬꼬무를 보고 있어요.,4.0,"['', '', '']","['', '', '']"
test,3-11088-3,20370.0,22697.0,28시간이 지났네요! 어제는 잘 들어가셨어요? 저는 뺑소니 사고를 당했어요.<unused1>다치진 않으셨나요? 괜찮으세요?,"네, 다행히 차만 긁혔어요. 그런데 차만 긁고 도망간 경우는 법에서 뺑소니라고 치지를 않는다구 하네요!",4.0,"['', '', '']","['', '', '']"
test,3-28676-3,20370.0,22697.0,안녕하세요 5주만에 다시 뵙네요. 잘지내셨나요? 오늘 뉴스거리는 어떤 게 있었을까요?<unused1>오늘은 국립극단 연극소식을 들었어요 꼭 가보고싶어요<unused1>아 연극 좋아하는데 코로나 이후에 관람을 못했어요.찾아봐야겠네요<unused1>연극좋아하세요? 저도 문화생활 좋아해서 이렇게 뉴스로 홍보해주면 반갑고 좋더라구요<unused1>연극 뮤지컬 정말 좋아합니다..예전에는 많이 보러다녔는데 지금은 코로나상황도 그렇고 살기 바쁘기도하고<unused1>맞아요 저도 참 아쉬워요 눈앞에서 생동감있는게 너무 신기하고 좋더라구요<unused1>춤과 노래가 같이 하니 참 재미있고 예전에 덕수궁옆 마당세실극장 자주갔었는데 ..<unused1>저는 뮤지컬보다는 연극을 더 좋아해요 밀도감이 높다고나 할까요 ,지킬박사와 하이드 재미있게 봤어요.뉴스에서도 문화얘기가 많이 다뤄졌으면 좋겠어요,4.0,"['힘들더라고요</s><pad>', '힘들더라고요.</s><pad>', '힘들더라고요 </s>']","['힘들더라고요<s>', '힘들더라고요.<s>', '힘들더라고요 <s>']"
test,3-34272-3,20370.0,22697.0,안녕하세요 9일만에 다시 뵙게 됐네요<unused1>그동안 잘 지냈어요? 벌써 9일이 지났다니 믿기지 않네요,그러게요 저는 요즘 검은콩을 볶아서 먹어보니 확실히 머리가 덜 빠지는 거 같아요,4.0,"['', '', '']","['', '', '']"
test,3-22059-3,20370.0,22697.0,38시간이 지났네요. 잘 지내셨나요?<unused1>네 저는 잘지냈어요. 어제 저는 버스를 타고가다가 사고가 나서 식겁했네요.<unused1>그러셨군요. 큰 일날 뻔 했어요.<unused1>네 갑자기 뭔가 쿵 하더니 옆에서 박더라구요. 사람들이 많이 탔었는데 다들 그래도 손잡이를 잘잡고있어서인지 넘어지거나 크게 다친사람은 없었어요<unused1>네. 사고는 항상 우리들 곁에 도사리고 있어요.조심해야 해요.<unused1>맞아요. 제가 잘해도 남이 와서 박을 수도 있는 거더라구요. 진짜 저번주부터 많은 경험을 하고 있네요.<unused1>지하철을  얼마나 자주 이용하시나요?<unused1>지하철은 1년에 5회 미만인거 같아요. 자차가 있다보니 대중교통을 이용할 때가 적더라구요,그러시군요. 자동차로 제일 먼데까지 간 게 어디까지이죠?,4.0,"['일이 있었나봐요.</s><pad>', '일이 있었나봐요</s><pad>', '일이 있었나 싶네요</s>']","['일이 있었나봐요.<s>', '일이 있었나봐요<s>', '일이 있었나 싶네요<s>']"
